Net,ViewStream,SplitNat,date,key1,key2
ESPN,980000.0,0.0,2020-09-05,eastern-kentucky,marshall
ESPN,1230000.0,0.0,2020-09-05,southern-methodist,texas-state
ESPN,1150000.0,0.0,2020-09-07,brigham-young,navy
ABC,3460000.0,0.0,2020-09-12,clemson,wake-forest
ESPN2,516000.0,0.0,2020-09-12,south-alabama,tulane
ABC,3520000.0,0.0,2020-09-12,florida-state,georgia-tech
NBC,4320000.0,0.0,2020-09-12,duke,notre-dame
ESPN2,408000.0,0.0,2020-09-12,appalachian-state,charlotte
FS1,375000.0,0.0,2020-09-12,coastal-carolina,kansas
ESPN2,476000.0,0.0,2020-09-12,texas-san-antonio,texas-state
FS1,408000.0,0.0,2020-09-12,eastern-kentucky,west-virginia
FOX,1790000.0,0.0,2020-09-12,arkansas-state,kansas-state
ESPN,1680000.0,0.0,2020-09-12,iowa-state,louisiana-lafayette
ESPN,509000.0,0.0,2020-09-18,campbell,coastal-carolina
ESPN2,248000.0,0.0,2020-09-19,sfa,texas-san-antonio
ABC,1350000.0,0.0,2020-09-19,navy,tulane
ESPN,1730000.0,0.0,2020-09-19,oklahoma-state,tulsa
ABC,3060000.0,0.0,2020-09-19,central-florida,georgia-tech
USA,957000.0,0.0,2020-09-19,notre-dame,south-florida
CBS,1250000.0,0.0,2020-09-19,appalachian-state,marshall
ESPN,642000.0,0.0,2020-09-19,middle-tennessee-state,troy
ESPN2,282000.0,0.0,2020-09-19,louisiana-tech,southern-mississippi
ABC,3800000.0,0.0,2020-09-19,louisville,miami-fl
ESPN2,422000.0,0.0,2020-09-19,georgia-state,louisiana-lafayette
ESPN,497000.0,0.0,2020-09-24,alabama-birmingham,south-alabama
ESPN2,246000.0,0.0,2020-09-26,georgia-southern,louisiana-lafayette
ESPN,1080000.0,0.0,2020-09-26,army,cincinnati
ESPN,795000.0,0.0,2020-09-26,brigham-young,troy
ESPN,2090000.0,0.0,2020-09-26,alabama,missouri
FS1,346000.0,0.0,2020-09-26,iowa-state,texas-christian
FOX,2720000.0,0.0,2020-09-26,texas,texas-tech
ABC,998000.0,0.0,2020-09-26,central-florida,east-carolina
CBS,4440000.0,0.0,2020-09-26,louisiana-state,mississippi-state
ABC,1450000.0,0.0,2020-09-26,oklahoma-state,west-virginia
ESPN,2670000.0,0.0,2020-09-26,florida,mississippi
ABC,2950000.0,0.0,2020-09-26,florida-state,miami-fl
FOX,2680000.0,0.0,2020-09-26,kansas-state,oklahoma
ESPN2,505000.0,0.0,2020-10-02,brigham-young,louisiana-tech
CBS,4760000.0,0.0,2020-10-03,alabama,texas-am
ESPN,2520000.0,0.0,2020-10-03,florida,south-carolina
ESPN,905000.0,0.0,2020-10-03,kansas,oklahoma-state
ESPN2,133000.0,0.0,2020-10-03,arkansas-state,coastal-carolina
ESPN,4220000.0,0.0,2020-10-03,auburn,georgia
FOX,2700000.0,0.0,2020-10-03,texas,texas-christian
ABC,1980000.0,0.0,2020-10-03,boston-college,north-carolina
ABC,1790000.0,0.0,2020-10-03,baylor,west-virginia
ESPN2,315000.0,0.0,2020-10-03,memphis,southern-methodist
ABC,3710000.0,0.0,2020-10-03,iowa-state,oklahoma
ESPN2,435000.0,0.0,2020-10-03,central-florida,tulsa
FS1,557000.0,0.0,2020-10-03,kansas-state,texas-tech
ESPN,418000.0,0.0,2020-10-08,houston,tulane
ESPN,1020000.0,0.0,2020-10-09,georgia-tech,louisville
FOX,4810000.0,0.0,2020-10-10,oklahoma,texas
ABC,4610000.0,0.0,2020-10-10,clemson,miami-fl
NBC,2920000.0,0.0,2020-10-10,florida-state,notre-dame
ESPN,4890000.0,0.0,2020-10-10,alabama,mississippi
ESPN,3100000.0,0.0,2020-10-10,florida,texas-am
ESPN2,317000.0,0.0,2020-10-10,brigham-young,texas-san-antonio
CBS,5770000.0,0.0,2020-10-10,georgia,tennessee
ESPN,2120000.0,0.0,2020-10-10,arkansas,auburn
ESPN2,133000.0,0.0,2020-10-10,liberty,louisiana-monroe
ABC,1660000.0,0.0,2020-10-10,north-carolina,virginia-tech
FOX,2360000.0,0.0,2020-10-10,kansas-state,texas-christian
ESPN2,129000.0,0.0,2020-10-10,louisiana-tech,texas-el-paso
ABC,1380000.0,0.0,2020-10-10,iowa-state,texas-tech
ESPN,721000.0,0.0,2020-10-14,coastal-carolina,louisiana-lafayette
ESPN,698000.0,0.0,2020-10-15,arkansas-state,georgia-state
ESPN,1160000.0,0.0,2020-10-16,brigham-young,houston
ESPN,832000.0,0.0,2020-10-16,southern-methodist,tulane
ESPN,2430000.0,0.0,2020-10-17,mississippi-state,texas-am
FOX,1460000.0,0.0,2020-10-17,kansas,west-virginia
CBS,9610000.0,0.0,2020-10-17,alabama,georgia
ABC,2250000.0,0.0,2020-10-17,clemson,georgia-tech
ABC,2200000.0,0.0,2020-10-17,florida-state,north-carolina
NBC,3120000.0,0.0,2020-10-17,louisville,notre-dame
ESPN,2570000.0,0.0,2020-10-17,auburn,south-carolina
ABC,1900000.0,0.0,2020-10-17,central-florida,memphis
ESPN2,130000.0,0.0,2020-10-17,georgia-southern,massachusetts
ESPN2,261000.0,0.0,2020-10-17,east-carolina,navy
ESPN,384000.0,0.0,2020-10-22,appalachian-state,arkansas-state
BTN,1010000.0,0.0,2020-10-23,illinois,wisconsin
ESPN,561000.0,0.0,2020-10-23,south-florida,tulsa
FS1,222000.0,0.0,2020-10-24,air-force,san-jose-state
ESPN,1150000.0,0.0,2020-10-24,baylor,texas
BTN,608000.0,0.0,2020-10-24,michigan-state,rutgers
BTN,186000.0,0.0,2020-10-24,maryland,northwestern
ABC,5120000.0,0.0,2020-10-24,michigan,minnesota
ESPN2,685000.0,0.0,2020-10-24,texas-tech,west-virginia
ESPN2,296000.0,0.0,2020-10-24,central-florida,tulane
FOX,2810000.0,0.0,2020-10-24,iowa-state,oklahoma-state
FS1,549000.0,0.0,2020-10-24,boise-state,utah-state
CBS,4360000.0,0.0,2020-10-24,alabama,tennessee
ABC,2490000.0,0.0,2020-10-24,notre-dame,pittsburgh
ESPN,2430000.0,0.0,2020-10-24,louisiana-state,south-carolina
ESPN2,485000.0,0.0,2020-10-24,cincinnati,southern-methodist
BTN,795000.0,0.0,2020-10-24,iowa,purdue
FS1,289000.0,0.0,2020-10-24,kansas,kansas-state
FOX,6180000.0,0.0,2020-10-24,nebraska,ohio-state
ESPN,1000000.0,0.0,2020-10-24,north-carolina,north-carolina-state
ABC,2030000.0,0.0,2020-10-24,oklahoma,texas-christian
FS1,2070000.0,0.0,2020-10-24,indiana,penn-state
ESPN,716000.0,0.0,2020-10-24,brigham-young,texas-state
ESPN,441000.0,0.0,2020-10-29,georgia-southern,south-alabama
ESPN,1910000.0,0.0,2020-10-30,maryland,minnesota
ESPN2,331000.0,0.0,2020-10-30,east-carolina,tulsa
FS1,259000.0,0.0,2020-10-30,hawaii,wyoming
FOX,2120000.0,0.0,2020-10-31,oklahoma,texas-tech
FOX,4220000.0,0.0,2020-10-31,michigan,michigan-state
FS1,506000.0,0.0,2020-10-31,indiana,rutgers
ESPN2,218000.0,0.0,2020-10-31,navy,southern-methodist
CBS,3450000.0,0.0,2020-10-31,auburn,louisiana-state
ESPN,679000.0,0.0,2020-10-31,cincinnati,memphis
FS1,293000.0,0.0,2020-10-31,nevada,nevada-las-vegas
ESPN2,353000.0,0.0,2020-10-31,baylor,texas-christian
ABC,4380000.0,0.0,2020-10-31,boston-college,clemson
ESPN,2000000.0,0.0,2020-10-31,alabama,mississippi-state
FOX,4040000.0,0.0,2020-10-31,oklahoma-state,texas
FS1,247000.0,0.0,2020-10-31,iowa-state,kansas
ESPN,788000.0,0.0,2020-10-31,brigham-young,western-kentucky
ESPN2,669000.0,0.0,2020-10-31,kansas-state,west-virginia
ABC,6530000.0,0.0,2020-10-31,ohio-state,penn-state
ABC,3770000.0,0.0,2020-10-31,georgia-tech,notre-dame
ESPN,1150000.0,0.0,2020-10-31,iowa,northwestern
ESPN,711000.0,0.0,2020-11-04,central-michigan,ohio
ESPN2,199000.0,0.0,2020-11-04,buffalo,northern-illinois
FS1,257000.0,0.0,2020-11-05,nevada,utah-state
ESPN,1870000.0,0.0,2020-11-06,miami-fl,north-carolina-state
FS1,680000.0,0.0,2020-11-06,boise-state,brigham-young
ESPN,681000.0,0.0,2020-11-07,kansas,oklahoma
ESPN,1070000.0,0.0,2020-11-07,iowa,michigan-state
FS1,594000.0,0.0,2020-11-07,oregon-state,washington-state
ABC,1660000.0,0.0,2020-11-07,oregon,stanford
FS1,487000.0,0.0,2020-11-07,baylor,iowa-state
FS1,559000.0,0.0,2020-11-07,texas-christian,texas-tech
FOX,1920000.0,0.0,2020-11-07,kansas-state,oklahoma-state
CBS,6340000.0,0.0,2020-11-07,florida,georgia
FS1,1750000.0,0.0,2020-11-07,indiana,michigan
ESPN2,312000.0,0.0,2020-11-07,colorado,ucla
ESPN2,390000.0,0.0,2020-11-07,duke,north-carolina
ABC,1390000.0,0.0,2020-11-07,cincinnati,houston
ESPN,876000.0,0.0,2020-11-07,south-carolina,texas-am
NBC,10070000.0,0.0,2020-11-07,clemson,notre-dame
ABC,2750000.0,0.0,2020-11-07,texas,west-virginia
FOX,2330000.0,0.0,2020-11-07,arizona-state,southern-california
ESPN,642000.0,0.0,2020-11-10,buffalo,miami-oh
ESPN2,192000.0,0.0,2020-11-10,bowling-green-state,kent-state
ESPN,722000.0,0.0,2020-11-11,toledo,western-michigan
FS1,292000.0,0.0,2020-11-12,boise-state,colorado-state
FS1,1420000.0,0.0,2020-11-13,iowa,minnesota
ESPN2,720000.0,0.0,2020-11-13,cincinnati,east-carolina
FOX,1370000.0,0.0,2020-11-14,texas-christian,west-virginia
ESPN,826000.0,0.0,2020-11-14,colorado,stanford
ESPN2,283000.0,0.0,2020-11-14,southern-methodist,tulsa
ESPN,2440000.0,0.0,2020-11-14,arkansas,florida
ABC,4690000.0,0.0,2020-11-14,michigan,wisconsin
FS1,585000.0,0.0,2020-11-14,baylor,texas-tech
ESPN,1960000.0,0.0,2020-11-14,miami-fl,virginia-tech
FOX,2730000.0,0.0,2020-11-14,oregon,washington-state
FS2,145000.0,0.0,2020-11-14,nevada-las-vegas,san-jose-state
FOX,2210000.0,0.0,2020-11-14,arizona,southern-california
ESPN2,218000.0,0.0,2020-11-14,army,tulane
FS1,1720000.0,0.0,2020-11-14,nebraska,penn-state
ABC,2440000.0,0.0,2020-11-14,indiana,michigan-state
ABC,5140000.0,0.0,2020-11-14,boston-college,notre-dame
FS1,754000.0,0.0,2020-11-14,oregon-state,washington
FS1,234000.0,0.0,2020-11-15,california,ucla
ESPN,957000.0,0.0,2020-11-17,akron,kent-state
ESPN2,482000.0,0.0,2020-11-18,central-michigan,western-michigan
ESPN,532000.0,0.0,2020-11-19,tulane,tulsa
FS1,271000.0,0.0,2020-11-20,air-force,new-mexico
ESPN,1030000.0,0.0,2020-11-20,louisville,syracuse
FS1,974000.0,0.0,2020-11-21,illinois,nebraska
ESPN2,172000.0,0.0,2020-11-21,arkansas-state,texas-state
ESPN,848000.0,0.0,2020-11-21,appalachian-state,coastal-carolina
ABC,4250000.0,0.0,2020-11-21,northwestern,wisconsin
FOX,1980000.0,0.0,2020-11-21,iowa-state,kansas-state
FOX,6360000.0,0.0,2020-11-21,indiana,ohio-state
ESPN,1580000.0,0.0,2020-11-21,central-florida,cincinnati
ESPN/ESPNU,2380000.0,0.0,2020-11-21,auburn,tennessee
FOX,1140000.0,0.0,2020-11-21,arizona,washington
ABC,4100000.0,0.0,2020-11-21,oklahoma,oklahoma-state
ESPN2,1080000.0,0.0,2020-11-21,oregon,ucla
ESPN,1330000.0,0.0,2020-11-21,southern-california,utah
CBS,859000.0,0.0,2020-11-21,nevada,san-diego-state
ABC,2020000.0,0.0,2020-11-21,florida,vanderbilt
FS1,708000.0,0.0,2020-11-26,new-mexico,utah-state
ESPN,2800000.0,0.0,2020-11-27,oregon,oregon-state
FOX,2690000.0,0.0,2020-11-27,iowa,nebraska
ESPN,529000.0,0.0,2020-11-27,central-florida,south-florida
ABC,3570000.0,0.0,2020-11-27,iowa-state,texas
ABC,6080000.0,0.0,2020-11-27,north-carolina,notre-dame
FOX,1750000.0,0.0,2020-11-27,california,stanford
CBS,6660000.0,0.0,2020-11-28,alabama,auburn
ABC,3000000.0,0.0,2020-11-28,clemson,pittsburgh
ESPN2,173000.0,0.0,2020-11-28,appalachian-state,troy
ABC,2020000.0,0.0,2020-11-28,utah,washington
ABC,4090000.0,0.0,2020-11-28,michigan,penn-state
ESPN2,494000.0,0.0,2020-11-28,baylor,kansas-state
FS1,464000.0,0.0,2020-11-28,purdue,rutgers
FOX,1390000.0,0.0,2020-11-28,arizona,ucla
FS1,217000.0,0.0,2020-11-28,kansas,texas-christian
ESPN2,952000.0,0.0,2020-11-28,indiana,maryland
FOX,2120000.0,0.0,2020-11-28,oklahoma-state,texas-tech
ESPN,2510000.0,0.0,2020-11-28,florida,kentucky
ESPN,2550000.0,0.0,2020-11-28,michigan-state,northwestern
ESPN,4150000.000000001,0.0,2020-11-28,louisiana-state,texas-am
ESPN,1010000.0,0.0,2020-12-04,appalachian-state,louisiana-lafayette
BTN,633000.0,0.0,2020-12-05,nebraska,purdue
FOX,1300000.0,0.0,2020-12-05,stanford,washington
ESPN2,642000.0,0.0,2020-12-05,oklahoma-state,texas-christian
ESPN,1220000.0,0.0,2020-12-05,iowa-state,west-virginia
ESPN,1010000.0,0.0,2020-12-05,california,oregon
ABC,3380000.0,0.0,2020-12-05,clemson,virginia-tech
FS1,781000.0,0.0,2020-12-05,illinois,iowa
CBS,3420000.0,0.0,2020-12-05,florida,tennessee
ESPN2,424000.0,0.0,2020-12-05,navy,tulsa
ESPN,2800000.0,0.0,2020-12-05,auburn,texas-am
FS1,594000.0,0.0,2020-12-05,penn-state,rutgers
FOX,1450000.0,0.0,2020-12-05,kansas-state,texas
FS1,364000.0,0.0,2020-12-05,arizona,colorado
ABC,3820000.0,0.0,2020-12-05,indiana,wisconsin
ESPNU,1210000.0,0.0,2020-12-05,brigham-young,coastal-carolina
NBC,2840000.0,0.0,2020-12-05,notre-dame,syracuse
ESPN,702000.0,0.0,2020-12-05,oregon-state,utah
FOX,1830000.0,0.0,2020-12-05,baylor,oklahoma
CBS,4220000.0,0.0,2020-12-05,alabama,louisiana-state
FS1,428000.0,0.0,2020-12-05,arizona-state,ucla
ABC,4110000.000000001,0.0,2020-12-05,michigan-state,ohio-state
FS1,405000.0,0.0,2020-12-06,southern-california,washington-state
ESPN,1020000.0,0.0,2020-12-11,arizona,arizona-state
FS1,1050000.0,0.0,2020-12-12,minnesota,nebraska
FOX,1700000.0,0.0,2020-12-12,colorado,utah
ESPN2,239000.0,0.0,2020-12-12,houston,memphis
ESPNU,332000.0,0.0,2020-12-12,oregon-state,stanford
FS1,194000.0,0.0,2020-12-12,fresno-state,new-mexico
FS1,290000.0,0.0,2020-12-12,louisiana-tech,texas-christian
ABC,3330000.0,0.0,2020-12-12,miami-fl,north-carolina
ESPN2,606000.0,0.0,2020-12-12,brigham-young,san-diego-state
ESPN,1030000.0,0.0,2020-12-12,baylor,oklahoma-state
ABC,3240000.0,0.0,2020-12-12,southern-california,ucla
ABC,2540000.0,0.0,2020-12-12,michigan-state,penn-state
FS1,1800000.0,0.0,2020-12-12,iowa,wisconsin
ESPN2,617000.0,0.0,2020-12-12,illinois,northwestern
ESPN,4620000.0,0.0,2020-12-12,florida,louisiana-state
CBS,4910000.0,0.0,2020-12-12,army,navy
ESPN,2590000.0,0.0,2020-12-12,alabama,arkansas
FOX,3850000.0,0.0,2020-12-18,oregon,southern-california
ESPN,875000.0,0.0,2020-12-18,ball-state,buffalo
ABC,1880000.0,0.0,2020-12-19,cincinnati,tulsa
ESPN,1660000.0,0.0,2020-12-19,tennessee,texas-am
FS1,739000.0,0.0,2020-12-19,illinois,penn-state
ESPN,543000.0,0.0,2020-12-19,arizona-state,oregon-state
FS1,302000.0,0.0,2020-12-19,utah,washington-state
CBS,8920000.0,0.0,2020-12-19,alabama,florida
ESPN,596000.0,0.0,2020-12-19,stanford,ucla
FOX,8029999.999999999,0.0,2020-12-19,northwestern,ohio-state
ABC,9920000.0,0.0,2020-12-19,clemson,notre-dame
FOX,1420000.0,0.0,2020-12-19,boise-state,san-jose-state
ABC,2990000.0,0.0,2020-12-19,iowa-state,oklahoma
ESPN,637000.0,0.0,2020-12-21,appalachian-state,north-texas
ESPN,914000.0,0.0,2020-12-22,nevada,tulane
ESPN,1550000.0,0.0,2020-12-22,brigham-young,central-florida
ESPN,1270000.0,0.0,2020-12-23,florida-atlantic,memphis
ESPN,923000.0,0.0,2020-12-23,georgia-southern,louisiana-tech
ESPN,1900000.0,0.0,2020-12-24,hawaii,houston
ESPN,2110000.0,0.0,2020-12-25,buffalo,marshall
ESPN,923000.0,0.0,2020-12-26,georgia-state,western-kentucky
ESPN,2620000.0,0.0,2020-12-26,coastal-carolina,liberty
ABC,2080000.0,0.0,2020-12-26,louisiana-lafayette,texas-san-antonio
ESPN,2980000.0,0.0,2020-12-29,colorado,texas
ESPN,3200000.0,0.0,2020-12-29,miami-fl,oklahoma-state
ESPN,5770000.0,0.0,2020-12-30,florida,oklahoma
ESPN,1980000.0,0.0,2020-12-30,wake-forest,wisconsin
ESPN,2250000.0,0.0,2020-12-31,mississippi-state,tulsa
ESPN,3740000.0,0.0,2020-12-31,army,west-virginia
CBS,1770000.0,0.0,2020-12-31,ball-state,san-jose-state
ESPN Mega,18890000.0,0.0,2021-01-01,alabama,notre-dame
ESPN Mega,19150000.0,0.0,2021-01-01,clemson,ohio-state
ESPN Mega,8730000.0,0.0,2021-01-01,cincinnati,georgia
ABC,4780000.0,0.0,2021-01-01,auburn,northwestern
ESPN,7580000.0,0.0,2021-01-02,north-carolina,texas-am
ESPN,6680000.0,0.0,2021-01-02,iowa-state,oregon
ESPN,2710000.0,0.0,2021-01-02,kentucky,north-carolina-state
ABC,4110000.000000001,0.0,2021-01-02,indiana,mississippi
ESPN Mega,18650000.0,0.0,2021-01-11,alabama,ohio-state
Fox,3217000.0,0.0,2021-08-28,illinois,nebraska
ESPN,841000.0,0.0,2021-09-01,alabama-birmingham,jacksonville-state
ESPNU,245000.0,0.0,2021-09-02,appalachian-state,east-carolina
Fox,6295000.0,0.0,2021-09-02,minnesota,ohio-state
ESPN,841000.0,0.0,2021-09-02,boise-state,central-florida
ESPN,2101000.0,0.0,2021-09-03,michigan-state,northwestern
FS1,199000.0,0.0,2021-09-03,colorado,northern-colorado
ESPN,2579000.0,0.0,2021-09-03,north-carolina,virginia-tech
ESPN,1350000.0,0.0,2021-09-04,maryland,west-virginia
ESPN,2731000.0,0.0,2021-09-04,air-force,louisiana-lafayette
BTN,120500.0,1.0,2021-09-04,fordham,nebraska
BTN,554000.0,0.0,2021-09-04,indiana,iowa
ESPN,2731000.0,0.0,2021-09-04,air-force,louisiana-lafayette
ESPN,933000.0,0.0,2021-09-04,arizona,brigham-young
ESPNU,228000.0,0.0,2021-09-04,louisiana-tech,mississippi-state
ABC,2526000.0,0.0,2021-09-04,oklahoma,tulane
FS1,312000.0,0.0,2021-09-04,kansas-state,stanford
BTN,120500.0,1.0,2021-09-04,rutgers,temple
FOX,2879000.0,0.0,2021-09-04,louisiana-lafayette,texas
ESPN,831000.0,0.0,2021-09-04,houston,texas-tech
FOX,3219000.0,0.0,2021-09-04,louisiana-state,ucla
ESPN,1623000.0,0.0,2021-09-04,michigan,western-michigan
ABC,8863000.0,0.0,2021-09-04,clemson,georgia
FS1,439000.0,0.0,2021-09-04,oregon-state,purdue
BTN,211000.0,0.0,2021-09-04,illinois,texas-san-antonio
FOX,2879000.0,0.0,2021-09-04,louisiana-lafayette,texas
Fox,5409000.0,0.0,2021-09-04,penn-state,wisconsin
ABC,5674000.0,0.0,2021-09-04,alabama,miami-fl
FS1,255000.0,0.0,2021-09-04,california,nevada
ABC,7751000.0,0.0,2021-09-05,florida-state,notre-dame
ESPN,3078000.0,0.0,2021-09-06,louisville,mississippi
FS1,347000.0,0.0,2021-09-10,boise-state,texas-el-paso
ESPN2,1299000.0,0.0,2021-09-10,coastal-carolina,kansas
FS1,881000.0,0.0,2021-09-11,ball-state,penn-state
BTN,626000.0,0.0,2021-09-11,buffalo,nebraska
ESPN2,585000.0,0.0,2021-09-11,east-carolina,south-carolina
ESPN2,1118000.0,0.0,2021-09-11,alabama-birmingham,georgia
ESPN2,407000.0,0.0,2021-09-11,arizona-state,nevada-las-vegas
ABC,3890000.0,0.0,2021-09-11,iowa,iowa-state
BTN,122500.0,1.0,2021-09-11,idaho,indiana
FS1,204000.0,0.0,2021-09-11,hawaii,oregon-state
ESPN,1739000.0,0.0,2021-09-11,pittsburgh,tennessee
FOX,7730000.0,0.0,2021-09-11,ohio-state,oregon
ABC,1597000.0,0.0,2021-09-11,florida,south-florida
FOX,1441000.0,0.0,2021-09-11,southern-california,stanford
CBS,1076000.0,0.0,2021-09-11,air-force,navy
ABC,4748000.0,0.0,2021-09-11,michigan,washington
FOX,4502000.0,0.0,2021-09-11,colorado,texas-am
ESPNU,395000.0,0.0,2021-09-11,appalachian-state,miami-fl
BTN,153500.0,1.0,2021-09-11,michigan-state,youngstown
BTN,122500.0,0.0,2021-09-11,howard,maryland
ESPN,3356000.0,0.0,2021-09-11,arkansas,texas
ESPNU,193000.0,0.0,2021-09-11,california,texas-christian
FS1,321000.0,0.0,2021-09-11,oklahoma-state,tulsa
ESPN2,756000.0,0.0,2021-09-11,mississippi-state,north-carolina-state
ESPN,1503000.0,0.0,2021-09-11,brigham-young,utah
BTN,153500.0,1.0,2021-09-11,indiana-state,northwestern
FS1,557000.0,0.0,2021-09-11,eastern-michigan,wisconsin
ESPN,698000.0,0.0,2021-09-16,louisiana-lafayette,ohio
ESPN,698000.0,0.0,2021-09-16,louisiana-lafayette,ohio
FS1,690000.0,0.0,2021-09-17,illinois,maryland
ESPN,1881000.0,0.0,2021-09-17,central-florida,louisville
ESPN,1681000.0,0.0,2021-09-18,cincinnati,indiana
BTN,257500.0,1.0,2021-09-18,delaware,rutgers
BTN,257500.0,1.0,2021-09-18,iowa,kent-state
ABC,7606000.0,0.0,2021-09-18,auburn,penn-state
ESPN,689000.0,0.0,2021-09-18,florida-state,wake-forest
FS1,932000.0,0.0,2021-09-18,virginia-tech,west-virginia
ESPN,2548000.0,0.0,2021-09-18,georgia,south-carolina
ESPN2,285000.0,0.0,2021-09-18,buffalo,coastal-carolina
FOX,1583000.0,0.0,2021-09-18,southern-california,washington-state
ABC,2774000.0,0.0,2021-09-18,miami-fl,michigan-state
Fox,4210000.0,0.0,2021-09-18,nebraska,oklahoma
FS1,1831000.0,0.0,2021-09-18,ohio-state,tulsa
BTN,512000.0,0.0,2021-09-18,michigan,northern-illinois
NBC,2584000.0,0.0,2021-09-18,notre-dame,purdue
FS1,596000.0,0.0,2021-09-18,boise-state,oklahoma-state
ABC,2101000.0,0.0,2021-09-18,clemson,georgia-tech
ESPN2,350000.0,0.0,2021-09-18,mississippi,tulane
ESPN,1498000.0,0.0,2021-09-18,arizona-state,brigham-young
CBS,7863000.0,0.0,2021-09-18,alabama,florida
ESPN2,401000.0,0.0,2021-09-18,memphis,mississippi-state
FS1,259000.0,0.0,2021-09-19,hawaii,san-jose-state
ESPN,1014000.0,0.0,2021-09-23,appalachian-state,marshall
ESPN2,1113000.0,0.0,2021-09-24,virginia,wake-forest
BTN,1075000.0,0.0,2021-09-25,akron,ohio-state
ESPN,1656000.0,0.0,2021-09-25,arizona,oregon
BTN,285000.0,1.0,2021-09-25,penn-state,villanova
ESPN,3282000.0,0.0,2021-09-25,florida,tennessee
FS1,513000.0,0.0,2021-09-25,colorado-state,iowa
FS1,1664000.0,0.0,2021-09-25,michigan-state,nebraska
FOX,2012000.0,0.0,2021-09-25,baylor,iowa-state
CBS,804000.0,0.0,2021-09-25,boise-state,utah-state
ABC,2806000.0,0.0,2021-09-25,michigan,rutgers
ESPNU,170000.0,0.0,2021-09-25,arizona-state,colorado
FS1,754000.0,0.0,2021-09-25,oregon-state,southern-california
ESPN2,491000.0,0.0,2021-09-25,brigham-young,south-florida
BTN,183500.0,1.0,2021-09-25,kent-state,maryland
ESPN2,404000.0,0.0,2021-09-25,boston-college,missouri
BTN,285000.0,1.0,2021-09-25,northwestern,ohio
Fox,5369000.0,0.0,2021-09-25,notre-dame,wisconsin
CBS,4071000.0,0.0,2021-09-25,arkansas,texas-am
BTN,183500.0,1.0,2021-09-25,illinois,purdue
ABC,4502000.0,0.0,2021-09-25,oklahoma,west-virginia
ESPN2,643000.0,0.0,2021-09-25,florida-state,louisville
ESPN,1791000.0,0.0,2021-09-25,louisiana-state,mississippi-state
ABC,1728000.0,0.0,2021-09-25,texas,texas-tech
ESPN,2185000.0,0.0,2021-09-25,clemson,north-carolina-state
ESPN2,941000.0,0.0,2021-09-25,kentucky,south-carolina
ESPN,1408000.0,0.0,2021-09-30,miami-fl,virginia
FS1,1381000.0,0.0,2021-10-01,iowa,maryland
ESPN,548000.0,0.0,2021-10-01,houston,tulsa
ESPN2,666000.0,0.0,2021-10-02,texas-tech,west-virginia
ABC,2641000.0,0.0,2021-10-02,oregon,stanford
BTN,206500.0,1.0,2021-10-02,minnesota,purdue
FS1,673000.0,0.0,2021-10-02,arizona-state,ucla
ABC,3996000.0,0.0,2021-10-02,indiana,penn-state
BTN,206500.0,1.0,2021-10-02,charlotte,illinois
FOX,2616000.0,0.0,2021-10-02,kansas-state,oklahoma
ESPN2,995000.0,0.0,2021-10-02,baylor,oklahoma-state
ESPN2,303000.0,0.0,2021-10-02,duke,north-carolina
FS1,197000.0,0.0,2021-10-02,boise-state,nevada
BTN,581000.0,1.0,2021-10-02,michigan-state,western-kentucky
BTN,1190000.0,0.0,2021-10-02,ohio-state,rutgers
CBS,4792000.0,0.0,2021-10-02,alabama,mississippi
Fox,4313000.0,0.0,2021-10-02,michigan,wisconsin
NBC,3805000.0,0.0,2021-10-02,cincinnati,notre-dame
ESPN,3063000.0,0.0,2021-10-02,florida,kentucky
BTN,581000.0,1.0,2021-10-02,nebraska,northwestern
ABC,2384000.0,0.0,2021-10-02,texas,texas-christian
ESPN,3845000.0,0.0,2021-10-02,arkansas,georgia
FS1,262000.0,0.0,2021-10-02,iowa-state,kansas
ESPN,3791000.0,0.0,2021-10-02,auburn,louisiana-state
ESPN,464000.0,0.0,2021-10-07,houston,tulane
ESPN,1134000.0,0.0,2021-10-08,arizona-state,stanford
ESPN,1111000.0,0.0,2021-10-08,cincinnati,temple
BTN,642000.0,0.0,2021-10-09,michigan-state,rutgers
Fox,6904000.0,0.0,2021-10-09,iowa,penn-state
ABC,5940000.0,0.0,2021-10-09,oklahoma,texas
FS1,456000.0,0.0,2021-10-09,baylor,west-virginia
ESPN,625000.0,0.0,2021-10-09,texas-christian,texas-tech
ESPN,1073000.0,0.0,2021-10-09,florida-state,north-carolina
ESPN,2230000.0,0.0,2021-10-09,arkansas,mississippi
Fox,2788000.0,0.0,2021-10-09,maryland,ohio-state
BTN,416000.0,0.0,2021-10-09,illinois,wisconsin
ESPN2,509000.0,0.0,2021-10-09,syracuse,wake-forest
FOX,1376000.0,0.0,2021-10-09,southern-california,utah
ESPN,799000.0,0.0,2021-10-09,arizona,ucla
ABC,2244000.0,0.0,2021-10-09,boise-state,brigham-young
CBS,8334000.0,0.0,2021-10-09,alabama,texas-am
ESPN2,795000.0,0.0,2021-10-09,south-carolina,tennessee
ABC,4629000.0,0.0,2021-10-09,michigan,nebraska
CBS,4581000.0,0.0,2021-10-09,auburn,georgia
ESPN2,608000.0,0.0,2021-10-14,memphis,navy
ESPN,1446000.0,0.0,2021-10-15,california,oregon
