Net,ViewStream,SplitNat,date,key1,key2
ESPN,2135000.0,0.0,2016-09-03,hawaii,michigan
CBS,3107000.0,0.0,2016-09-03,texas-am,ucla
FS1,728000.0,0.0,2016-09-03,arizona,brigham-young
ESPN,4742000.0,0.0,2016-09-03,auburn,clemson
ABC,5713000.0,0.0,2016-09-03,houston,oklahoma
ESPN2,682000.0,0.0,2016-09-03,boston-college,georgia-tech
FS1,786000.0,0.0,2016-09-03,missouri,west-virginia
beIN,13000.0,0.0,2016-09-03,new-mexico-state,texas-el-paso
ESPNU,160000.0,0.0,2016-09-03,northwestern,western-michigan
ESPNU,409000.0,0.0,2016-09-03,kentucky,southern-mississippi
ABC,7832000.0,0.0,2016-09-03,louisiana-state,wisconsin
ESPNU,418000.0,0.0,2016-09-03,iowa,miami-oh
ABC,7944000.0,0.0,2016-09-03,alabama,southern-california
ESPN,3529000.0,0.0,2016-09-03,georgia,north-carolina
ABC,10945000.0,0.0,2016-09-04,notre-dame,texas
ESPN,8353999.999999999,0.0,2016-09-05,florida-state,mississippi
ESPN2,1730000.0,0.0,2016-09-09,louisville,syracuse
ESPN2,684000.0,0.0,2016-09-10,boise-state,washington-state
ESPNU,380000.0,0.0,2016-09-10,eastern-michigan,missouri
FS1,834000.0,0.0,2016-09-10,arizona-state,texas-tech
FOX,1693000.0,0.0,2016-09-10,brigham-young,utah
ESPNU,800000.0,0.0,2016-09-10,jacksonville-state,louisiana-state
NBC,2451000.0,0.0,2016-09-10,nevada,notre-dame
ESPN2,1126000.0,0.0,2016-09-10,nebraska,wyoming
ESPN2,1426000.0,0.0,2016-09-10,mississippi-state,south-carolina
ESPNU,397000.0,0.0,2016-09-10,east-carolina,north-carolina-state
ESPNU,397000.0,0.0,2016-09-10,duke,wake-forest
FS1,668000.0,0.0,2016-09-10,baylor,southern-methodist
FS1,519000.0,0.0,2016-09-10,central-michigan,oklahoma-state
CBS,2517000.0,0.0,2016-09-10,florida,kentucky
ABC,5790000.0,0.0,2016-09-10,tennessee,virginia-tech
ESPN2,2467000.0,0.0,2016-09-10,alabama,western-kentucky
ABC,4016000.0,0.0,2016-09-10,ohio-state,tulsa
ESPN,2388000.0,0.0,2016-09-10,penn-state,pittsburgh
ABC,2863000.0,0.0,2016-09-10,central-florida,michigan
ESPN,2470000.0,0.0,2016-09-10,arkansas,texas-christian
beIN,6000.0,0.0,2016-09-10,marshall,morgan-state
ESPN,1579000.0,0.0,2016-09-10,oregon,virginia
ESPN,2159000.0,0.0,2016-09-15,cincinnati,houston
ESPN,1454000.0,0.0,2016-09-16,baylor,rice
ESPN2,720000.0,0.0,2016-09-16,arizona-state,texas-san-antonio
ESPNU,145000.0,0.0,2016-09-17,kansas,memphis
ESPNU,214000.0,0.0,2016-09-17,boston-college,virginia-tech
FOX,5804000.0,0.0,2016-09-17,ohio-state,oklahoma
ESPN,955000.0,0.0,2016-09-17,appalachian-state,miami-fl
CBS,8169000.000000001,0.0,2016-09-17,alabama,mississippi
NBC,4987000.0,0.0,2016-09-17,michigan-state,notre-dame
FS1,280000.0,0.0,2016-09-17,iowa-state,texas-christian
ABC,2877000.0,0.0,2016-09-17,southern-california,stanford
ESPN2,968000.0,0.0,2016-09-17,iowa,north-dakota-state
ESPN,1000000.0,0.0,2016-09-17,oklahoma-state,pittsburgh
beIN,23000.0,0.0,2016-09-17,southern-mississippi,troy
ABC,4228000.0,0.0,2016-09-17,nebraska,oregon
ABC,6216000.0,0.0,2016-09-17,florida-state,louisville
ESPN2,764000.0,0.0,2016-09-17,brigham-young,ucla
ESPN2,1191000.0,0.0,2016-09-17,louisiana-state,mississippi-state
ESPN,2088000.0,0.0,2016-09-17,auburn,texas-am
ESPNU,543000.0,0.0,2016-09-17,florida,north-texas
ESPN,2447000.0,0.0,2016-09-17,california,texas
ESPN,1813000.0,0.0,2016-09-22,clemson,georgia-tech
ESPN,1357000.0,0.0,2016-09-23,southern-methodist,texas-christian
FS1,1042000.0,0.0,2016-09-23,southern-california,utah
ABC,2557000.0,0.0,2016-09-24,florida-state,south-florida
ESPNU,109000.0,0.0,2016-09-24,air-force,utah-state
CBS,5542000.0,0.0,2016-09-24,florida,tennessee
ESPN,3872000.0,0.0,2016-09-24,arkansas,texas-am
FS1,372000.0,0.0,2016-09-24,boise-state,oregon-state
ESPN2,815000.0,0.0,2016-09-24,iowa,rutgers
ESPNU,440000.0,0.0,2016-09-24,north-carolina,pittsburgh
ESPNU,252000.0,0.0,2016-09-24,houston,texas-state
ESPN,2696000.0,0.0,2016-09-24,georgia,mississippi
ESPN,4098000.0,0.0,2016-09-24,auburn,louisiana-state
ESPN2,643000.0,0.0,2016-09-24,arizona-state,california
beIN,16000.0,0.0,2016-09-24,central-florida,florida-international
ABC,3786000.0,0.0,2016-09-24,stanford,ucla
ABC,3764000.0,0.0,2016-09-24,michigan,penn-state
ESPN2,952000.0,0.0,2016-09-24,brigham-young,west-virginia
FOX,1747000.0,0.0,2016-09-24,baylor,oklahoma-state
NBC,2627000.0,0.0,2016-09-24,duke,notre-dame
ESPNU,319000.0,0.0,2016-09-24,colorado-state,minnesota
FS1,513000.0,0.0,2016-09-29,kansas,texas-tech
ESPN,1421000.0,0.0,2016-09-29,connecticut,houston
ESPN,3333000.0,0.0,2016-09-30,stanford,washington
ESPN2,579000.0,0.0,2016-09-30,brigham-young,toledo
ESPN2,1146000.0,0.0,2016-10-01,illinois,nebraska
ESPN2,566000.0,0.0,2016-10-01,memphis,mississippi
ESPNU,131000.0,0.0,2016-10-01,colorado-state,wyoming
ABC,6851000.0,0.0,2016-10-01,michigan,wisconsin
ABC,3799000.0,0.0,2016-10-01,oklahoma-state,texas
ESPN,3190000.0,0.0,2016-10-01,alabama,kentucky
FOX,1459000.0,0.0,2016-10-01,arizona-state,southern-california
ESPNU,545000.0,0.0,2016-10-01,kansas-state,west-virginia
ESPN,1027000.0,0.0,2016-10-01,arizona,ucla
ABC,9294000.0,0.0,2016-10-01,clemson,louisville
ESPNU,539000.0,0.0,2016-10-01,iowa,northwestern
FOX,2044000.0,0.0,2016-10-01,oklahoma,texas-christian
ESPNU,144000.0,0.0,2016-10-01,cincinnati,south-florida
ESPN,2104000.0,0.0,2016-10-01,notre-dame,syracuse
FS1,461000.0,0.0,2016-10-01,baylor,iowa-state
CBS,4215000.0,0.0,2016-10-01,georgia,tennessee
ESPN2,358000.0,0.0,2016-10-01,boise-state,utah-state
ESPN,1743000.0,0.0,2016-10-01,florida-state,north-carolina
ESPN2,1040000.0,0.0,2016-10-01,georgia-tech,miami-fl
beIN,3000.0,0.0,2016-10-01,florida-atlantic,florida-international
ESPN2,497000.0,0.0,2016-10-05,arkansas-state,georgia-southern
ESPN,626000.0,0.0,2016-10-06,memphis,temple
ESPN,1659000.0,0.0,2016-10-07,boston-college,clemson
ESPN2,410000.0,0.0,2016-10-07,southern-methodist,tulsa
ESPN,1918000.0,0.0,2016-10-08,auburn,mississippi-state
ESPNU,701000.0,0.0,2016-10-08,kansas-state,texas-tech
FS1,350000.0,0.0,2016-10-08,arizona,utah
ABC,3252000.0,1.0,2016-10-08,brigham-young,michigan-state
FOX,1837000.0,0.0,2016-10-08,oregon,washington
ESPN,1754000.0,0.0,2016-10-08,stanford,washington-state
ESPNU,331000.0,0.0,2016-10-08,kansas,texas-christian
ESPN2,1282000.0,0.0,2016-10-08,michigan,rutgers
ESPN2,783000.0,0.0,2016-10-08,arizona-state,ucla
CBS,6553000.0,0.0,2016-10-08,tennessee,texas-am
ESPN2,1048000.0,0.0,2016-10-08,iowa,minnesota
ABC,3720000.0,0.0,2016-10-08,north-carolina-state,notre-dame
ABC,5540000.0,0.0,2016-10-08,florida-state,miami-fl
ESPN,3218000.0,0.0,2016-10-08,indiana,ohio-state
ESPN,4444000.0,0.0,2016-10-08,alabama,arkansas
ESPNU,659000.0,0.0,2016-10-08,iowa-state,oklahoma-state
ESPN2,507000.0,1.0,2016-10-08,north-carolina,virginia-tech
FS1,2788000.0,0.0,2016-10-08,oklahoma,texas
ESPN2,541000.0,0.0,2016-10-12,appalachian-state,louisiana-lafayette
ESPN2,541000.0,0.0,2016-10-12,appalachian-state,louisiana-lafayette
ESPN,1881000.0,0.0,2016-10-14,duke,louisville
ESPN,1475000.0,0.0,2016-10-14,brigham-young,mississippi-state
ESPNU,185000.0,0.0,2016-10-14,memphis,tulane
ESPN2,344000.0,0.0,2016-10-15,boise-state,colorado-state
ESPN,1775000.0,0.0,2016-10-15,kansas-state,oklahoma
FS1,364000.0,0.0,2016-10-15,baylor,kansas
NBC,2870000.0,0.0,2016-10-15,notre-dame,stanford
ESPN,961000.0,0.0,2016-10-15,florida-state,wake-forest
ESPN,2540000.0,0.0,2016-10-15,arkansas,mississippi
ESPN2,449000.0,1.0,2016-10-15,miami-fl,north-carolina
beIN,13000.0,0.0,2016-10-15,rice,texas-san-antonio
FS1,834000.0,0.0,2016-10-15,texas-tech,west-virginia
ABC,3713000.0,1.0,2016-10-15,indiana,nebraska
FOX,871000.0,0.0,2016-10-15,arizona,southern-california
ESPNU,312000.0,0.0,2016-10-15,maryland,minnesota
ABC,4506000.0,0.0,2016-10-15,clemson,north-carolina-state
ESPN2,454000.0,0.0,2016-10-15,houston,tulsa
ESPN2,631000.0,0.0,2016-10-15,iowa,purdue
ABC,8964000.0,0.0,2016-10-15,ohio-state,wisconsin
ESPN,1311000.0,0.0,2016-10-15,ucla,washington-state
ESPNU,295000.0,0.0,2016-10-15,syracuse,virginia-tech
CBS,6582000.0,0.0,2016-10-15,alabama,tennessee
ESPNU,100000.0,0.0,2016-10-15,central-florida,temple
ESPNU,165000.0,0.0,2016-10-20,south-alabama,troy
ESPN,986000.0,0.0,2016-10-20,boise-state,brigham-young
ESPN,1400000.0,0.0,2016-10-20,miami-fl,virginia-tech
ESPNU,199000.0,0.0,2016-10-21,san-diego-state,san-jose-state
ESPN,1516000.0,0.0,2016-10-21,california,oregon
ESPN,1300000.0,0.0,2016-10-21,south-florida,temple
ESPN2,473000.0,0.0,2016-10-22,houston,southern-methodist
ESPN,2669000.0,0.0,2016-10-22,louisiana-state,mississippi
beIN,42000.0,0.0,2016-10-22,charlotte,marshall
ESPN2,1295000.0,0.0,2016-10-22,kansas-state,texas
FOX,2343000.0,0.0,2016-10-22,oklahoma,texas-tech
ESPNU,152000.0,0.0,2016-10-22,tennessee-state,vanderbilt
FS1,454000.0,0.0,2016-10-22,kansas,oklahoma-state
FOX,1368000.0,0.0,2016-10-22,ucla,utah
ABC,3183000.0,1.0,2016-10-22,nebraska,purdue
ABC,6478000.0,0.0,2016-10-22,ohio-state,penn-state
ESPNU,69000.0,0.0,2016-10-22,tulane,tulsa
ESPN2,282000.0,0.0,2016-10-22,nevada,wyoming
ESPN,3241000.0,0.0,2016-10-22,iowa,wisconsin
ESPNU,274000.0,0.0,2016-10-22,minnesota,rutgers
ABC,2372000.0,0.0,2016-10-22,louisville,north-carolina-state
ESPN2,517000.0,1.0,2016-10-22,texas-christian,west-virginia
ESPN,2130000.0,0.0,2016-10-22,arkansas,auburn
CBS,8455000.0,0.0,2016-10-22,alabama,texas-am
ESPN,1848000.0,0.0,2016-10-27,pittsburgh,virginia-tech
ESPNU,105000.0,0.0,2016-10-27,appalachian-state,georgia-southern
ESPN,1107000.0,0.0,2016-10-27,california,southern-california
ESPN2,435000.0,0.0,2016-10-28,air-force,fresno-state
ESPN2,556000.0,0.0,2016-10-28,navy,south-florida
ABC,3513000.0,0.0,2016-10-29,baylor,texas
FOX,1963000.0,0.0,2016-10-29,oklahoma-state,west-virginia
ESPN,4647000.0,0.0,2016-10-29,michigan,michigan-state
ABC,2920000.0,1.0,2016-10-29,penn-state,purdue
ESPN2,505000.0,0.0,2016-10-29,texas-christian,texas-tech
FS1,636000.0,0.0,2016-10-29,kansas,oklahoma
ESPN2,486000.0,1.0,2016-10-29,louisville,virginia
ESPNU,236000.0,0.0,2016-10-29,indiana,maryland
FS1,1376000.0,0.0,2016-10-29,utah,washington
NBC,2634000.0,0.0,2016-10-29,miami-fl,notre-dame
ESPNU,193000.0,0.0,2016-10-29,new-mexico-state,texas-am
FS1,370000.0,0.0,2016-10-29,arizona,stanford
ABC,5380000.0,0.0,2016-10-29,clemson,florida-state
CBS,4454000.0,0.0,2016-10-29,florida,georgia
ESPN2,1519000.0,0.0,2016-10-29,south-carolina,tennessee
ESPNU,192000.0,0.0,2016-10-29,central-florida,houston
ESPN,3770000.0,0.0,2016-10-29,nebraska,wisconsin
ESPN2,815000.0,0.0,2016-10-29,oregon-state,washington-state
ESPN,3657000.0,0.0,2016-10-29,northwestern,ohio-state
ESPNU,46000.0,0.0,2016-11-01,bowling-green-state,northern-illinois
ESPN2,321000.0,0.0,2016-11-01,ball-state,western-michigan
ESPN2,217000.0,0.0,2016-11-02,akron,toledo
FS1,536000.0,0.0,2016-11-03,colorado,ucla
ESPNU,82000.0,0.0,2016-11-03,arkansas-state,georgia-state
ESPN,1399000.0,0.0,2016-11-03,iowa-state,oklahoma
ESPN2,523000.0,0.0,2016-11-04,connecticut,temple
ESPN2,658000.0,0.0,2016-11-04,boise-state,san-jose-state
ABC,2595000.0,1.0,2016-11-05,kansas-state,oklahoma-state
ABC,4969000.0,0.0,2016-11-05,nebraska,ohio-state
CBS,2420000.0,0.0,2016-11-05,navy,notre-dame
ESPNU,209000.0,0.0,2016-11-05,georgia-southern,mississippi
ESPN2,827000.0,0.0,2016-11-05,kansas,west-virginia
beIN,2000.0,0.0,2016-11-05,florida-international,western-kentucky
FOX,1365000.0,0.0,2016-11-05,baylor,texas-christian
ESPN,1477000.0,0.0,2016-11-05,oregon,southern-california
ESPN2,325000.0,0.0,2016-11-05,utah-state,wyoming
ESPNU,828000.0,0.0,2016-11-05,florida-state,north-carolina-state
ESPNU,338000.0,0.0,2016-11-05,duke,virginia-tech
ESPN,2320000.0,0.0,2016-11-05,maryland,michigan
ESPN,2007000.0,0.0,2016-11-05,california,washington
ABC,2397000.0,0.0,2016-11-05,northwestern,wisconsin
CBS,10385000.0,0.0,2016-11-05,alabama,louisiana-state
ESPN2,653000.0,0.0,2016-11-05,boston-college,louisville
ESPN2,451000.0,1.0,2016-11-05,clemson,syracuse
FS1,592000.0,0.0,2016-11-05,oregon-state,stanford
ESPN,2057000.0,0.0,2016-11-05,auburn,vanderbilt
CBS,4261000.0,0.0,2016-11-05,arkansas,florida
FS1,1051000.0,0.0,2016-11-05,texas,texas-tech
ESPN2,487000.0,0.0,2016-11-08,kent-state,western-michigan
ESPN2,446000.0,0.0,2016-11-09,northern-illinois,toledo
ESPNU,98000.0,0.0,2016-11-09,akron,bowling-green-state
ESPNU,70000.0,0.0,2016-11-10,georgia-southern,louisiana-lafayette
ESPNU,70000.0,0.0,2016-11-10,georgia-southern,louisiana-lafayette
ESPN,1551000.0,0.0,2016-11-10,duke,north-carolina
FS1,512000.0,0.0,2016-11-10,arizona-state,utah
ESPN2,1152000.0,0.0,2016-11-11,boston-college,florida-state
ESPN,2351000.0,0.0,2016-11-12,arkansas,louisiana-state
FOX,4301000.0,0.0,2016-11-12,southern-california,washington
FS1,901000.0,0.0,2016-11-12,oklahoma-state,texas-tech
ESPN2,811000.0,0.0,2016-11-12,illinois,wisconsin
ESPN,1005000.0,0.0,2016-11-12,california,washington-state
ESPN,2291000.0,0.0,2016-11-12,maryland,ohio-state
ESPNU,377000.0,0.0,2016-11-12,georgia-tech,virginia-tech
ABC,4926000.0,0.0,2016-11-12,clemson,pittsburgh
ESPNU,112000.0,0.0,2016-11-12,central-florida,cincinnati
ESPN2,512000.0,1.0,2016-11-12,indiana,penn-state
NBC,1515000.0,0.0,2016-11-12,army,notre-dame
CBS,2450000.0,0.0,2016-11-12,florida,south-carolina
ESPNU,169000.0,0.0,2016-11-12,memphis,south-florida
CBS,4992000.0,0.0,2016-11-12,auburn,georgia
ABC,6442000.0,0.0,2016-11-12,iowa,michigan
ESPN,3257000.0,0.0,2016-11-12,alabama,mississippi-state
ESPNU,128000.0,0.0,2016-11-12,air-force,colorado-state
FS1,1269000.0,0.0,2016-11-12,texas,west-virginia
FS1,374000.0,0.0,2016-11-12,arizona,colorado
ESPN2,986000.0,0.0,2016-11-12,louisville,wake-forest
ESPN2,268000.0,0.0,2016-11-12,new-mexico,utah-state
ABC,3751000.0,1.0,2016-11-12,baylor,oklahoma
ESPN2,386000.0,0.0,2016-11-15,central-michigan,ohio
ESPNU,74000.0,0.0,2016-11-15,bowling-green-state,kent-state
ESPN2,423000.0,0.0,2016-11-16,ball-state,toledo
ESPNU,135000.0,0.0,2016-11-16,eastern-michigan,northern-illinois
ESPN,2432000.0,0.0,2016-11-17,houston,louisville
ESPNU,109000.0,0.0,2016-11-17,arkansas-state,troy
ESPN2,763000.0,0.0,2016-11-18,boise-state,nevada-las-vegas
ABC,2568000.0,1.0,2016-11-19,kansas,texas
ESPNU,187000.0,0.0,2016-11-19,buffalo,western-michigan
ESPNU,277000.0,0.0,2016-11-19,texas-am,texas-san-antonio
CBS,2453000.0,0.0,2016-11-19,missouri,tennessee
beIN,12000.0,0.0,2016-11-19,north-texas,southern-mississippi
NBC,2449000.0,0.0,2016-11-19,notre-dame,virginia-tech
ESPN,2301000.0,0.0,2016-11-19,southern-california,ucla
FOX,2181000.0,0.0,2016-11-19,arizona-state,washington
ESPN,4769000.0,0.0,2016-11-19,indiana,michigan
FS1,346000.0,0.0,2016-11-19,iowa-state,texas-tech
ESPN2,441000.0,1.0,2016-11-19,florida-state,syracuse
ESPN,2076000.0,0.0,2016-11-19,clemson,wake-forest
ESPN2,2437000.0,0.0,2016-11-19,alabama,chattanooga
ESPNU,715000.0,0.0,2016-11-19,arkansas,mississippi-state
ESPN,5843000.0,0.0,2016-11-19,michigan-state,ohio-state
ABC,3825000.0,0.0,2016-11-19,oklahoma,west-virginia
FS1,508000.0,0.0,2016-11-19,oklahoma-state,texas-christian
ESPN2,514000.0,0.0,2016-11-19,colorado-state,new-mexico
ESPN2,544000.0,0.0,2016-11-19,baylor,kansas-state
ABC,1850000.0,0.0,2016-11-19,purdue,wisconsin
FOX,2114000.0,0.0,2016-11-19,colorado,washington-state
ESPNU,277000.0,0.0,2016-11-22,akron,ohio
ESPN,2774000.0,0.0,2016-11-24,louisiana-state,texas-am
CBS,2498000.0,0.0,2016-11-25,arkansas,missouri
ESPN,1787000.0,0.0,2016-11-25,baylor,texas-tech
FOX,2818000.0,0.0,2016-11-25,washington,washington-state
ESPN,1672000.0,0.0,2016-11-25,arizona,arizona-state
ESPN2,665000.0,0.0,2016-11-25,toledo,western-michigan
ESPN,1384000.0,0.0,2016-11-25,north-carolina,north-carolina-state
FS1,986000.0,0.0,2016-11-25,texas,texas-christian
ABC,4169000.0,0.0,2016-11-25,iowa,nebraska
ESPN2,526000.0,0.0,2016-11-25,cincinnati,tulsa
ABC,3093000.0,0.0,2016-11-25,houston,memphis
ABC,5695000.0,0.0,2016-11-26,notre-dame,southern-california
beIN,4000.0,0.0,2016-11-26,florida-atlantic,middle-tennessee-state
ESPNU,133000.0,0.0,2016-11-26,marshall,western-kentucky
FOX,3060000.0,0.0,2016-11-26,colorado,utah
ESPN,1564000.0,0.0,2016-11-26,kentucky,louisville
CBS,8242000.000000001,0.0,2016-11-26,alabama,auburn
ESPN2,453000.0,0.0,2016-11-26,virginia,virginia-tech
FS1,264000.0,0.0,2016-11-26,kansas,kansas-state
ESPN2,505000.0,0.0,2016-11-26,duke,miami-fl
ESPN,3715000.0,0.0,2016-11-26,michigan-state,penn-state
ESPN2,579000.0,0.0,2016-11-26,california,ucla
ESPNU,121000.0,0.0,2016-11-26,navy,southern-methodist
ABC,6437000.0,0.0,2016-11-26,florida,florida-state
ESPNU,181000.0,0.0,2016-11-26,indiana,purdue
ESPN,2656000.0,0.0,2016-11-26,clemson,south-carolina
ESPNU,320000.0,0.0,2016-11-26,brigham-young,utah-state
ESPN2,333000.0,0.0,2016-11-26,new-mexico,wyoming
ABC,16841000.0,0.0,2016-11-26,michigan,ohio-state
FS1,594000.0,0.0,2016-11-26,iowa-state,west-virginia
ESPN2,1358000.0,0.0,2016-12-02,ohio,western-michigan
FOX,5671000.0,0.0,2016-12-02,colorado,washington
ESPN,926000.0,0.0,2016-12-03,louisiana-tech,western-kentucky
ABC,2050000.0,0.0,2016-12-03,navy,temple
CBS,11093000.0,0.0,2016-12-03,alabama,florida
ESPN2,269000.0,0.0,2016-12-03,georgia-southern,troy
ESPN,713000.0,0.0,2016-12-03,san-diego-state,wyoming
FS1,431000.0,0.0,2016-12-03,kansas-state,texas-christian
ABC,5338000.0,0.0,2016-12-03,clemson,virginia-tech
ESPN2,228000.0,0.0,2016-12-03,arkansas-state,texas-state
FOX,9189000.0,0.0,2016-12-03,penn-state,wisconsin
FOX,4817000.0,0.0,2016-12-03,oklahoma,oklahoma-state
FS1,1011000.0,0.0,2016-12-03,baylor,west-virginia
CBS,7940000.0,0.0,2016-12-10,army,navy
ESPN,1335000.0,0.0,2016-12-17,louisiana-lafayette,southern-mississippi
ESPN,1335000.0,0.0,2016-12-17,louisiana-lafayette,southern-mississippi
ABC,3744000.0,0.0,2016-12-17,houston,san-diego-state
ESPN,1483000.0,0.0,2016-12-17,appalachian-state,toledo
ESPN,1391000.0,0.0,2016-12-17,new-mexico,texas-san-antonio
ESPN,794000.0,0.0,2016-12-19,central-michigan,tulsa
ESPN,1581000.0,0.0,2016-12-20,memphis,western-kentucky
ESPN,2380000.0,0.0,2016-12-21,brigham-young,wyoming
ESPN,1143000.0,0.0,2016-12-22,colorado-state,idaho
ESPN,1371000.0,0.0,2016-12-23,eastern-michigan,old-dominion
ESPN,2341000.0,0.0,2016-12-23,louisiana-tech,navy
ESPN,2512000.0,0.0,2016-12-23,ohio,troy
ESPN,1359000.0,0.0,2016-12-24,hawaii,middle-tennessee-state
ESPN,3019000.0,0.0,2016-12-26,boston-college,maryland
ESPN,2045000.0,0.0,2016-12-26,miami-oh,mississippi-state
ESPN2,1270000.0,0.0,2016-12-26,north-carolina-state,vanderbilt
ESPN,1615000.0,0.0,2016-12-27,army,north-texas
ESPN,2100000.0,0.0,2016-12-27,temple,wake-forest
ESPN,2282000.0,0.0,2016-12-27,baylor,boise-state
ESPN,4046000.000000001,0.0,2016-12-27,minnesota,washington-state
ESPN,4252000.0,0.0,2016-12-28,miami-fl,west-virginia
ESPN,3791000.0,0.0,2016-12-28,kansas-state,texas-am
ESPN,2425000.0,0.0,2016-12-28,northwestern,pittsburgh
FOX,2628000.0,0.0,2016-12-28,indiana,utah
ESPN,4963000.0,0.0,2016-12-29,arkansas,virginia-tech
ESPN,2308000.0,0.0,2016-12-29,south-carolina,south-florida
ESPN,4551000.0,0.0,2016-12-29,colorado,oklahoma-state
ESPN,3128000.0,0.0,2016-12-30,georgia,texas-christian
ESPN,11461000.0,0.0,2016-12-30,florida-state,michigan
CBS,2926000.0,0.0,2016-12-30,north-carolina,stanford
ESPN,5026000.0,0.0,2016-12-30,nebraska,tennessee
ESPN-ESPN2,19237000.0,0.0,2016-12-31,clemson,ohio-state
ESPN-ESPN2,19344000.0,0.0,2016-12-31,alabama,washington
ABC,6390000.0,0.0,2016-12-31,louisiana-state,louisville
ESPN,2647000.0,0.0,2016-12-31,georgia-tech,kentucky
ESPN,15740000.0,0.0,2017-01-02,penn-state,southern-california
ESPN,5442000.0,0.0,2017-01-02,western-michigan,wisconsin
ESPN,9515000.0,0.0,2017-01-02,auburn,oklahoma
ABC,6106000.0,0.0,2017-01-02,florida,iowa
ESPN Megacast,25266000.0,0.0,2017-01-09,alabama,clemson
ESPN,939000.0,0.0,2017-08-26,brigham-young,portland-state
ESPN,653000.0,0.0,2017-08-26,rice,stanford
FS1,382000.0,0.0,2017-08-31,oklahoma-state,tulsa
ESPN,5428000.0,0.0,2017-08-31,indiana,ohio-state
FS1,971000.0,0.0,2017-09-01,rutgers,washington
ESPNU,444000.0,0.0,2017-09-01,florida-atlantic,navy
ESPN,1760000.0,0.0,2017-09-01,utah-state,wisconsin
FOX,1792000.0,0.0,2017-09-02,louisville,purdue
ESPN,1763000.0,0.0,2017-09-02,brigham-young,louisiana-state
ESPNU,537000.0,0.0,2017-09-02,bowling-green-state,michigan-state
FOX,1111000.0,0.0,2017-09-02,oklahoma,texas-el-paso
ESPN,1558000.0,0.0,2017-09-02,north-carolina-state,south-carolina
ABC,7805000.0,0.0,2017-09-02,florida,michigan
FS1,436000.0,0.0,2017-09-02,montana-state,washington-state
ABC,12557000.0,0.0,2017-09-02,alabama,florida-state
FS2,137000.0,0.0,2017-09-02,baylor,liberty
ESPN,1629000.0,0.0,2017-09-02,clemson,kent-state
ABC,2332000.0,0.0,2017-09-02,akron,penn-state
ESPNU,194000.0,0.0,2017-09-02,boise-state,troy
ESPN,1718000.0,0.0,2017-09-02,appalachian-state,georgia
NBC,1580000.0,0.0,2017-09-02,notre-dame,temple
ESPNU,161000.0,0.0,2017-09-02,mississippi,south-alabama
FS1,2081000.0,0.0,2017-09-02,maryland,texas
ABC,4737000.0,0.0,2017-09-03,virginia-tech,west-virginia
FOX,3190000.0,0.0,2017-09-03,texas-am,ucla
ESPN,5268000.0,0.0,2017-09-04,georgia-tech,tennessee
FS1,403000.0,0.0,2017-09-08,ohio,purdue
ESPN2,966000.0,0.0,2017-09-08,oklahoma-state,south-alabama
ESPN,2263000.0,0.0,2017-09-09,louisville,north-carolina
ESPN,1265000.0,0.0,2017-09-09,boise-state,washington-state
FS1,410000.0,0.0,2017-09-09,minnesota,oregon-state
CBS,2345000.0,0.0,2017-09-09,arkansas,texas-christian
FOX,2069000.0,0.0,2017-09-09,southern-california,stanford
ABC,3693000.0,0.0,2017-09-09,cincinnati,michigan
ABC,8255000.000000001,0.0,2017-09-09,ohio-state,oklahoma
FS2,239000.0,0.0,2017-09-09,east-carolina,west-virginia
ESPNU,242000.0,0.0,2017-09-09,arizona,houston
ABC,3742000.0,0.0,2017-09-09,penn-state,pittsburgh
ESPNU,358000.0,0.0,2017-09-09,indiana,virginia
NBC,4088000.0,0.0,2017-09-09,georgia,notre-dame
ESPNU,353000.0,0.0,2017-09-09,nicholls-state,texas-am
ESPN,3504000.0,0.0,2017-09-09,auburn,clemson
ESPN2,1406000.0,0.0,2017-09-09,iowa,iowa-state
ESPN2,668000.0,0.0,2017-09-09,brigham-young,utah
ESPN2,2070000.0,0.0,2017-09-09,alabama,fresno-state
ESPNU,161000.0,0.0,2017-09-09,duke,northwestern
ESPN2,802000.0,0.0,2017-09-09,missouri,south-carolina
FOX,2587000.0,0.0,2017-09-09,nebraska,oregon
ESPN,1053000.0,0.0,2017-09-14,boise-state,new-mexico
ESPNU,215000.0,0.0,2017-09-15,massachusetts,temple
ESPN,829000.0,0.0,2017-09-15,arizona,texas-el-paso
ESPN,1369000.0,0.0,2017-09-15,illinois,south-florida
ABC,3238000.0,0.0,2017-09-16,memphis,ucla
ESPN,1845000.0,0.0,2017-09-16,boston-college,notre-dame
ESPNU,195000.0,0.0,2017-09-16,kansas,ohio
